Timestamp,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Temperature,Humidity,MQ2,MQ135,Distance
2025-02-14 20:49:00.380914,0.25,0.48,0.96,-3.63,-0.03,0.88, NAN, NAN,146.34,3.30,320.74
2025-02-14 20:49:00.489663,0.25,0.48,0.96,-3.47,-0.08,0.81, NAN, NAN,146.34,3.30,320.64
2025-02-14 20:49:00.624735,0.24,0.48,0.96,-3.78,0.09,0.85, NAN, NAN,146.34,3.30,320.89
2025-02-14 20:49:00.740305,0.25,0.49,0.96,-3.97,0.25,0.88, NAN, NAN,146.34,3.32,320.82
2025-02-14 20:49:00.865455,0.24,0.49,0.95,-3.76,0.29,1.03, NAN, NAN,146.34,3.32,320.74
2025-02-14 20:49:01.003919,0.24,0.48,0.97,-3.67,-0.14,0.63, NAN, NAN,146.34,3.30,320.76
2025-02-14 20:49:01.115395,0.24,0.49,0.96,-3.82,-0.27,0.77, NAN, NAN,146.34,3.30,320.84
2025-02-14 20:49:01.248633,0.24,0.48,0.96,-3.76,0.32,0.84, NAN, NAN,146.34,3.32,320.77
2025-02-14 20:49:01.365192,0.25,0.49,0.95,-3.92,0.48,0.88, NAN, NAN,146.34,3.32,320.64
2025-02-14 20:49:01.483861,0.24,0.49,0.96,-3.88,0.08,0.76, NAN, NAN,146.34,3.32,320.60
2025-02-14 20:49:01.695179,0.25,0.48,0.97,-3.64,0.02,0.87, NAN, NAN,147.70,3.32,320.77
2025-02-14 20:49:01.807297,0.25,0.48,0.96,-3.52,0.10,0.84, NAN, NAN,147.70,3.34,320.60
2025-02-14 20:49:01.918116,0.24,0.48,0.97,-3.96,0.28,0.97, NAN, NAN,146.34,3.34,320.48
2025-02-14 20:49:02.028108,0.24,0.48,0.96,-3.85,0.34,0.76, NAN, NAN,147.70,3.34,22.39
2025-02-14 20:49:02.136723,0.25,0.48,0.96,-3.95,0.19,0.89, NAN, NAN,147.70,3.34,320.59
2025-02-14 20:49:02.257209,0.24,0.49,0.95,-3.81,0.02,0.79, NAN, NAN,147.70,3.36,320.76
2025-02-14 20:49:02.386898,0.24,0.49,0.96,-3.76,-0.06,0.92, NAN, NAN,146.34,3.36,320.96
2025-02-14 20:49:02.530424,0.24,0.48,0.96,-3.70,0.21,0.88, NAN, NAN,146.34,3.36,320.81
2025-02-14 20:49:02.634349,0.24,0.48,0.95,-3.91,0.25,0.93, NAN, NAN,147.70,3.36,320.67
2025-02-14 20:49:02.767180,0.25,0.49,0.96,-3.80,0.28,0.90, NAN, NAN,147.70,3.36,320.74
2025-02-14 20:49:02.898381,0.25,0.48,0.95,-3.42,-0.08,0.76, NAN, NAN,147.70,3.36,320.81
2025-02-14 20:49:03.006513,0.24,0.48,0.97,-3.93,-0.20,1.03, NAN, NAN,147.70,3.37,320.67
2025-02-14 20:49:03.150451,0.24,0.48,0.96,-3.82,0.21,0.90, NAN, NAN,147.70,3.37,320.25
2025-02-14 20:49:03.259613,0.24,0.49,0.95,-3.95,0.25,0.90, NAN, NAN,147.70,3.37,320.65
2025-02-14 20:49:03.385471,0.25,0.49,0.95,-3.70,0.05,0.73, NAN, NAN,147.70,3.37,320.50
2025-02-14 20:49:03.510122,0.24,0.50,0.96,-3.65,0.09,0.67, NAN, NAN,147.70,3.39,320.86
2025-02-14 20:49:03.634259,0.23,0.48,0.96,-3.85,0.07,0.96, NAN, NAN,147.70,3.39,320.74
2025-02-14 20:49:03.845088,0.25,0.48,0.96,-3.95,0.05,0.94, NAN, NAN,147.70,3.37,320.98
2025-02-14 20:49:03.953947,0.25,0.48,0.96,-3.74,0.18,0.67, NAN, NAN,147.70,3.39,320.55
2025-02-14 20:49:04.063944,0.24,0.51,0.97,-3.53,0.31,0.69, NAN, NAN,147.70,3.39,320.59
2025-02-14 20:49:04.173138,0.25,0.48,0.95,-3.55,0.08,0.73, NAN, NAN,147.70,3.39,320.74
2025-02-14 20:49:04.298923,0.24,0.48,0.95,-3.75,0.18,0.98, NAN, NAN,147.70,3.41,320.76
2025-02-14 20:49:04.427967,0.24,0.49,0.96,-3.78,0.36,0.84, NAN, NAN,149.09,3.41,320.67
2025-02-14 20:49:04.550044,0.25,0.49,0.95,-3.89,0.09,0.98, NAN, NAN,147.70,3.41,320.67
2025-02-14 20:49:04.686392,0.24,0.48,0.96,-3.82,-0.27,0.64, NAN, NAN,147.70,3.41,320.79
2025-02-14 20:49:04.794357,0.24,0.49,0.96,-3.58,-0.27,1.02, NAN, NAN,149.09,3.41,320.72
2025-02-14 20:49:04.937768,0.24,0.49,0.97,-3.73,0.35,1.18, NAN, NAN,149.09,3.43,320.67
2025-02-14 20:49:05.049173,0.25,0.49,0.97,-3.58,0.37,0.60, NAN, NAN,149.09,3.43,320.74
2025-02-14 20:49:05.174603,0.25,0.49,0.96,-3.96,0.19,0.73, NAN, NAN,149.09,3.43,320.60
2025-02-14 20:49:05.295304,0.24,0.49,0.95,-4.01,0.27,0.95, NAN, NAN,149.09,3.43,320.43
2025-02-14 20:49:05.423168,0.25,0.49,0.95,-3.95,0.18,0.92, NAN, NAN,149.09,3.43,320.64
2025-02-14 20:49:05.547068,0.25,0.48,0.96,-3.59,0.20,0.79, NAN, NAN,149.09,3.44,320.72
2025-02-14 20:49:05.672868,0.24,0.49,0.96,-3.97,0.31,0.92, NAN, NAN,147.70,3.44,320.67
2025-02-14 20:49:05.896301,0.24,0.48,0.96,-3.69,-0.08,0.70, NAN, NAN,149.09,3.44,320.74
2025-02-14 20:49:06.006715,0.24,0.49,0.96,-3.66,-0.04,0.80, NAN, NAN,149.09,3.44,320.84
2025-02-14 20:49:06.126269,0.25,0.48,0.95,-3.66,0.14,0.92, NAN, NAN,149.09,3.46,321.10
2025-02-14 20:49:06.236927,0.24,0.48,0.96,-3.94,0.08,0.79, NAN, NAN,149.09,3.46,320.71
2025-02-14 20:49:06.344507,0.25,0.48,0.95,-3.77,0.13,0.89, NAN, NAN,149.09,3.46,320.82
2025-02-14 20:49:06.478285,0.24,0.48,0.96,-3.64,-0.02,0.69, NAN, NAN,149.09,3.46,320.93
2025-02-14 20:49:06.589093,0.25,0.50,0.95,-3.66,-0.05,0.79, NAN, NAN,149.09,3.46,320.77
2025-02-14 20:49:06.726899,0.25,0.48,0.96,-3.62,0.24,0.99, NAN, NAN,149.09,3.46,320.72
2025-02-14 20:49:06.840125,0.24,0.49,0.96,-3.87,0.36,0.95, NAN, NAN,149.09,3.46,320.81
2025-02-14 20:49:06.962946,0.24,0.49,0.95,-3.90,0.21,0.89, NAN, NAN,149.09,3.46,320.69
2025-02-14 20:49:07.099962,0.25,0.49,0.96,-3.58,-0.06,0.69, NAN, NAN,149.09,3.46,320.31
2025-02-14 20:49:07.225985,0.25,0.49,0.96,-3.69,0.15,0.79, NAN, NAN,149.09,3.48,320.25
2025-02-14 20:49:07.333358,0.25,0.48,0.96,-3.82,0.09,0.90, NAN, NAN,150.50,3.48,320.42
2025-02-14 20:49:07.463668,0.25,0.49,0.95,-3.92,0.26,0.94, NAN, NAN,149.09,3.48,320.38
2025-02-14 20:49:07.586053,0.24,0.48,0.96,-3.68,0.14,0.76, NAN, NAN,149.09,3.48,320.37
2025-02-14 20:49:07.721402,0.25,0.48,0.96,-3.79,-0.23,0.81, NAN, NAN,149.09,3.50,320.35
2025-02-14 20:49:07.950478,0.24,0.49,0.97,-3.72,0.15,0.78, NAN, NAN,150.50,3.50,320.38
2025-02-14 20:49:08.062078,0.24,0.49,0.96,-3.83,0.34,0.85, NAN, NAN,150.50,3.50,320.37
2025-02-14 20:49:08.171863,0.25,0.49,0.96,-3.88,0.03,0.61, NAN, NAN,149.09,3.51,320.43
2025-02-14 20:49:08.282065,0.25,0.48,0.96,-3.69,0.31,0.98, NAN, NAN,150.50,3.51,320.50
2025-02-14 20:49:08.392565,0.24,0.48,0.95,-3.93,0.39,0.94, NAN, NAN,150.50,3.51,320.42
2025-02-14 20:49:08.502664,0.24,0.49,0.96,-3.73,0.01,0.99, NAN, NAN,150.50,3.53,320.43
2025-02-14 20:49:08.626130,0.24,0.49,0.97,-4.12,0.40,1.10, NAN, NAN,150.50,3.53,320.47
2025-02-14 20:49:08.751472,0.24,0.49,0.96,-3.89,0.09,0.83, NAN, NAN,150.50,3.53,320.33
2025-02-14 20:49:08.888780,0.25,0.48,0.96,-3.64,-0.06,0.73, NAN, NAN,150.50,3.53,320.47
2025-02-14 20:49:09.002813,0.25,0.48,0.96,-3.85,0.13,0.92, NAN, NAN,150.50,3.55,320.55
2025-02-14 20:49:09.125436,0.24,0.48,0.96,-3.99,0.17,0.81, NAN, NAN,150.50,3.55,320.45
2025-02-14 20:49:09.244943,0.24,0.49,0.96,-3.67,0.48,1.05, NAN, NAN,150.50,3.55,320.43
2025-02-14 20:49:09.372116,0.25,0.48,0.96,-3.66,0.11,0.67, NAN, NAN,150.50,3.55,320.57
2025-02-14 20:49:09.513916,0.24,0.49,0.96,-3.73,-0.07,0.88, NAN, NAN,150.50,3.55,320.50
2025-02-14 20:49:09.632918,0.24,0.48,0.97,-3.79,0.13,0.69, NAN, NAN,150.50,3.57,320.45
2025-02-14 20:49:09.744287,0.24,0.48,0.96,-3.93,0.13,0.92, NAN, NAN,150.50,3.57,22.36
2025-02-14 20:49:09.854423,0.24,0.49,0.95,-3.96,0.32,0.85, NAN, NAN,150.50,3.57,16.24
2025-02-14 20:49:10.063590,0.25,0.49,0.96,-3.74,0.30,0.78, NAN, NAN,150.50,3.57,320.54
2025-02-14 20:49:10.173657,0.25,0.49,0.96,-4.02,0.23,0.67, NAN, NAN,150.50,3.57,14.08
2025-02-14 20:49:10.295015,0.25,0.48,0.96,-3.94,-0.15,0.78, NAN, NAN,150.50,3.57,320.54
2025-02-14 20:49:10.406514,0.24,0.49,0.96,-3.75,-0.22,0.95, NAN, NAN,150.50,3.57,14.47
2025-02-14 20:49:10.516766,0.24,0.49,0.96,-3.53,-0.11,0.85, NAN, NAN,150.50,3.59,13.50
2025-02-14 20:49:10.638602,0.24,0.49,0.96,-3.62,0.20,0.99, NAN, NAN,150.50,3.59,22.39
2025-02-14 20:49:10.747804,0.24,0.48,0.96,-3.54,0.18,0.75, NAN, NAN,150.50,3.59,17.31
2025-02-14 20:49:10.870335,0.24,0.48,0.96,-3.58,-0.03,0.87, NAN, NAN,150.50,3.59,12.41
2025-02-14 20:49:10.989618,0.24,0.49,0.96,-3.70,0.20,0.95, NAN, NAN,150.50,3.59,14.88
2025-02-14 20:49:11.099074,0.24,0.48,0.97,-3.89,0.23,1.03, NAN, NAN,150.50,3.59,320.64
2025-02-14 20:49:11.210188,0.25,0.49,0.96,-4.05,0.20,0.86, NAN, NAN,151.93,3.59,8.43
2025-02-14 20:49:11.318867,0.25,0.49,0.96,-3.82,0.34,0.77, NAN, NAN,150.50,3.60,7.33
2025-02-14 20:49:11.423230,0.25,0.48,0.94,-3.98,1.22,0.72, NAN, NAN,150.50,3.60,7.23
2025-02-14 20:49:11.547192,0.24,0.49,0.95,0.93,0.63,-1.89, NAN, NAN,151.93,3.59,14.55
2025-02-14 20:49:11.673490,0.25,0.49,0.94,-2.54,0.84,-0.05, NAN, NAN,150.50,3.60,14.20
2025-02-14 20:49:11.797936,0.24,0.47,1.00,10.64,-7.09,-2.65, NAN, NAN,150.50,3.60,321.03
2025-02-14 20:49:11.928520,0.24,0.47,0.95,-3.08,0.37,0.56, NAN, NAN,150.50,3.60,11.76
2025-02-14 20:49:12.050599,0.25,0.47,0.97,-2.89,-0.15,0.24, NAN, NAN,150.50,3.60,14.25
2025-02-14 20:49:12.172712,0.25,0.47,0.96,-3.75,0.08,0.73, NAN, NAN,151.93,3.60,13.40
2025-02-14 20:49:12.283128,0.24,0.47,0.97,-3.56,0.13,0.79, NAN, NAN,150.50,3.62,13.87
2025-02-14 20:49:12.388777,0.24,0.47,0.97,-3.59,0.20,0.92, NAN, NAN,150.50,3.62,11.59
2025-02-14 20:49:12.493169,0.25,0.47,0.97,-3.79,0.13,0.89, NAN, NAN,150.50,3.62,9.40
2025-02-14 20:49:12.597302,0.25,0.47,0.97,-3.83,0.21,0.86, NAN, NAN,151.93,3.62,14.25
2025-02-14 20:49:12.706903,0.25,0.47,0.97,-3.71,0.16,0.95, NAN, NAN,151.93,3.62,22.36
2025-02-14 20:49:12.816822,0.24,0.47,0.97,-3.79,0.41,0.83, NAN, NAN,150.50,3.62,11.90
2025-02-14 20:49:12.929192,0.25,0.48,0.97,-3.73,0.16,0.87, NAN, NAN,151.93,3.62,11.56
2025-02-14 20:49:13.039694,0.25,0.47,0.96,-3.67,0.16,0.63, NAN, NAN,151.93,3.64,11.27
2025-02-14 20:49:13.149042,0.24,0.46,0.96,-3.67,0.13,0.82, NAN, NAN,151.93,3.64,10.05
2025-02-14 20:49:13.260323,0.24,0.47,0.96,-3.55,0.25,0.75, NAN, NAN,150.50,3.64,321.01
2025-02-14 20:49:13.369096,0.24,0.47,0.97,-3.85,0.26,0.73, NAN, NAN,151.93,3.64,14.20
2025-02-14 20:49:13.477248,0.24,0.47,0.97,-3.70,0.31,0.90, NAN, NAN,151.93,3.64,320.91
2025-02-14 20:49:13.588170,0.25,0.47,0.96,-3.82,0.04,0.85, NAN, NAN,151.93,3.66,19.91
2025-02-14 20:49:13.708938,0.24,0.46,0.97,-3.78,-0.02,0.73, NAN, NAN,151.93,3.66,320.88
2025-02-14 20:49:13.834658,0.24,0.46,0.97,-3.90,0.47,0.72, NAN, NAN,151.93,3.66,320.93
2025-02-14 20:49:13.944942,0.25,0.46,0.96,-3.80,0.21,0.71, NAN, NAN,151.93,3.66,321.25
2025-02-14 20:49:14.053924,0.25,0.47,0.97,-3.76,0.21,0.81, NAN, NAN,151.93,3.66,320.91
2025-02-14 20:49:14.175442,0.24,0.47,0.97,-3.63,0.00,0.85, NAN, NAN,151.93,3.66,320.91
2025-02-14 20:49:14.285993,0.25,0.47,0.97,-3.74,0.17,0.96, NAN, NAN,151.93,3.66,320.93
2025-02-14 20:49:14.395091,0.25,0.47,0.97,-3.63,0.15,0.97, NAN, NAN,151.93,3.66,320.88
2025-02-14 20:49:14.504531,0.25,0.47,0.97,-4.03,0.13,0.84, NAN, NAN,151.93,3.68,321.03
2025-02-14 20:49:14.614737,0.25,0.47,0.96,-3.79,0.10,0.78, NAN, NAN,151.93,3.68,320.89
2025-02-14 20:49:14.729516,0.25,0.48,0.97,-3.76,0.12,0.78, NAN, NAN,151.93,3.68,320.72
2025-02-14 20:49:14.855509,0.25,0.47,0.97,-3.87,0.41,0.94, NAN, NAN,151.93,3.68,320.89
2025-02-14 20:49:14.988655,0.25,0.46,0.96,-3.44,-0.21,0.76, NAN, NAN,153.39,3.68,320.96
2025-02-14 20:49:15.109786,0.24,0.47,0.97,-3.70,0.06,1.07, NAN, NAN,151.93,3.68,320.96
2025-02-14 20:49:15.231610,0.24,0.47,0.96,-3.89,0.18,0.82, NAN, NAN,151.93,3.68,320.96
2025-02-14 20:49:15.354673,0.25,0.47,0.96,-3.69,0.08,1.00, NAN, NAN,153.39,3.68,320.96
2025-02-14 20:49:15.476851,0.25,0.47,0.96,-3.69,0.20,0.84, NAN, NAN,151.93,3.68,320.79
2025-02-14 20:49:15.607292,0.25,0.47,0.97,-3.80,0.11,0.85, NAN, NAN,151.93,3.68,320.94
2025-02-14 20:49:15.745758,0.24,0.47,0.96,-3.70,-0.05,0.79, NAN, NAN,153.39,3.68,320.96
2025-02-14 20:49:15.852402,0.25,0.47,0.97,-3.89,-0.04,0.72, NAN, NAN,153.39,3.69,320.93
2025-02-14 20:49:15.986565,0.25,0.47,0.94,-4.78,0.97,2.39, NAN, NAN,153.39,3.69,320.77
2025-02-14 20:49:16.214858,0.23,0.50,0.94,-14.52,3.05,3.02, NAN, NAN,153.39,3.68,320.82
2025-02-14 20:49:16.340087,0.25,0.47,0.97,-3.06,-0.02,0.76, NAN, NAN,153.39,3.69,320.91
2025-02-14 20:49:16.458475,0.32,0.49,0.67,43.24,-20.46,1.97, NAN, NAN,153.39,3.69,320.99
2025-02-14 20:49:16.582708,0.25,0.50,0.98,-1.33,10.18,2.47, NAN, NAN,153.39,3.69,321.66
2025-02-14 20:49:16.709291,0.31,0.40,1.16,-41.14,28.79,5.26, NAN, NAN,154.87,3.71,321.64
2025-02-14 20:49:16.824915,0.26,0.53,0.88,-35.05,15.92,13.95, NAN, NAN,154.87,3.69,321.84
2025-02-14 20:49:16.953488,0.24,0.41,1.01,-2.97,-0.31,0.90, NAN, NAN,154.87,3.71,322.42
2025-02-14 20:49:17.078910,0.23,0.41,1.03,-8.69,1.98,2.24, NAN, NAN,154.87,3.71,322.49
2025-02-14 20:49:17.197943,0.24,0.41,1.01,-2.77,-0.57,0.63, NAN, NAN,154.87,3.71,322.18
2025-02-14 20:49:17.319406,0.23,0.41,1.01,-7.66,1.37,1.53, NAN, NAN,154.87,3.71,322.44
2025-02-14 20:49:17.429092,0.23,0.40,1.01,-4.35,0.50,0.76, NAN, NAN,154.87,3.71,322.24
2025-02-14 20:49:17.540146,0.23,0.41,0.98,-4.76,1.24,0.92, NAN, NAN,154.87,3.71,322.07
2025-02-14 20:49:17.651774,0.23,0.41,0.99,-5.88,2.05,1.05, NAN, NAN,154.87,3.71,322.01
2025-02-14 20:49:17.776446,0.22,0.41,1.01,-0.48,-2.62,0.94, NAN, NAN,154.87,3.71,322.03
2025-02-14 20:49:17.902918,0.23,0.40,1.01,-5.26,0.96,1.00, NAN, NAN,154.87,3.71,321.90
2025-02-14 20:49:18.016228,0.22,0.40,1.00,-3.29,-0.36,0.86, NAN, NAN,154.87,3.71,321.91
2025-02-14 20:49:18.237734,0.22,0.39,1.02,-4.76,0.72,0.89, NAN, NAN,154.87,3.71,322.10
2025-02-14 20:49:18.366639,0.23,0.43,1.00,-13.76,2.18,1.64, NAN, NAN,154.87,3.71,322.07
2025-02-14 20:49:18.490286,0.24,0.46,0.94,28.16,-1.40,-2.79, NAN, NAN,154.87,3.71,322.13
2025-02-14 20:49:18.617542,0.21,0.42,1.06,-35.69,15.47,3.20, NAN, NAN,154.87,3.71,322.07
2025-02-14 20:49:18.741908,0.18,0.31,1.32,15.05,-12.39,-2.35, NAN, NAN,154.87,3.73,322.25
2025-02-14 20:49:18.866016,0.22,0.54,1.51,-45.11,22.25,-39.18, NAN, NAN,154.87,3.71,322.64
2025-02-14 20:49:18.979443,0.43,0.62,0.59,-38.04,51.30,10.20, NAN, NAN,154.87,3.73,26.25
2025-02-14 20:49:19.101854,0.28,0.67,0.78,50.41,-8.60,1.68, NAN, NAN,154.87,3.73,28.05
2025-02-14 20:49:19.228689,0.15,0.61,1.24,-15.22,24.37,3.02, NAN, NAN,156.38,3.73,322.03
2025-02-14 20:49:19.338823,0.23,0.47,0.82,-66.43,21.70,7.15, NAN, NAN,154.87,3.73,321.95
2025-02-14 20:49:19.459552,0.15,0.16,1.12,77.67,-34.35,-2.31, NAN, NAN,156.38,3.73,321.78
2025-02-14 20:49:19.584891,0.18,0.23,0.83,-98.82,38.88,5.95, NAN, NAN,156.38,3.73,321.88
2025-02-14 20:49:19.708059,0.15,0.13,1.16,35.34,-22.95,-0.08, NAN, NAN,156.38,3.75,321.84
2025-02-14 20:49:19.832543,0.20,0.30,0.99,-39.44,11.24,4.74, NAN, NAN,154.87,3.75,321.57
2025-02-14 20:49:19.968012,0.35,0.41,0.33,16.43,20.76,-1.76, NAN, NAN,156.38,3.75,321.37
2025-02-14 20:49:20.091038,0.20,0.34,1.02,-26.00,7.65,0.49, NAN, NAN,156.38,3.75,321.47
2025-02-14 20:49:20.194637,0.20,0.34,1.02,-16.12,2.94,0.19, NAN, NAN,156.38,3.75,321.42
2025-02-14 20:49:20.329686,0.19,0.30,1.08,1.89,-3.11,0.24, NAN, NAN,156.38,3.77,321.47
2025-02-14 20:49:20.454508,0.21,0.32,1.05,-2.82,-0.51,0.60, NAN, NAN,156.38,3.77,321.30
2025-02-14 20:49:20.575878,0.20,0.33,1.04,-3.87,0.51,0.79, NAN, NAN,156.38,3.77,321.23
2025-02-14 20:49:20.689220,0.20,0.33,1.04,-3.60,0.17,0.89, NAN, NAN,156.38,3.79,321.15
2025-02-14 20:49:20.827814,0.21,0.33,1.04,-1.65,-1.23,0.55, NAN, NAN,156.38,3.79,321.15
2025-02-14 20:49:20.952591,0.20,0.31,1.05,-4.17,0.26,0.86, NAN, NAN,156.38,3.79,320.76
2025-02-14 20:49:21.075113,0.20,0.33,1.05,-3.52,-0.15,1.02, NAN, NAN,156.38,3.79,320.94
2025-02-14 20:49:21.201934,0.21,0.33,1.04,-4.43,0.86,0.96, NAN, NAN,156.38,3.81,321.22
2025-02-14 20:49:21.311624,0.20,0.33,1.05,-3.79,0.03,0.92, NAN, NAN,156.38,3.81,320.45
2025-02-14 20:49:21.450170,0.20,0.32,1.04,-3.90,-0.47,0.84, NAN, NAN,156.38,3.81,320.71
2025-02-14 20:49:21.573212,0.20,0.33,1.06,-3.34,0.35,0.76, NAN, NAN,156.38,3.81,321.06
2025-02-14 20:49:21.688087,0.20,0.32,1.06,-3.81,0.03,0.87, NAN, NAN,156.38,3.82,321.08
2025-02-14 20:49:21.811618,0.20,0.32,1.05,-4.05,0.29,0.85, NAN, NAN,156.38,3.82,320.99
2025-02-14 20:49:21.934783,0.20,0.31,1.06,-3.18,0.48,0.65, NAN, NAN,156.38,3.82,320.96
2025-02-14 20:49:22.059754,0.20,0.33,1.05,-4.09,0.02,0.94, NAN, NAN,156.38,3.82,321.32
2025-02-14 20:49:22.202651,0.20,0.32,1.04,-3.74,-0.10,0.81, NAN, NAN,157.91,3.84,321.08
2025-02-14 20:49:22.413553,0.20,0.33,1.04,-3.70,0.10,0.85, NAN, NAN,156.38,3.84,320.94
2025-02-14 20:49:22.524122,0.20,0.32,1.05,-3.92,0.02,0.99, NAN, NAN,156.38,3.84,321.22
2025-02-14 20:49:22.635350,0.20,0.32,1.04,-3.84,0.07,0.82, NAN, NAN,156.38,3.84,321.22
2025-02-14 20:49:22.744228,0.20,0.33,1.06,-3.40,0.06,0.82, NAN, NAN,156.38,3.86,321.20
2025-02-14 20:49:22.854053,0.20,0.32,1.05,-3.79,0.15,0.89, NAN, NAN,156.38,3.86,321.22
2025-02-14 20:49:22.977174,0.19,0.33,1.05,-3.78,0.21,0.69, NAN, NAN,157.91,3.86,321.11
2025-02-14 20:49:23.103753,0.19,0.32,1.05,-3.77,0.01,1.05, NAN, NAN,156.38,3.86,321.37
2025-02-14 20:49:23.230584,0.20,0.32,1.05,-3.90,0.06,0.87, NAN, NAN,156.38,3.86,321.27
2025-02-14 20:49:23.353414,0.20,0.33,1.04,-3.89,0.07,1.04, NAN, NAN,157.91,3.86,321.30
2025-02-14 20:49:23.476086,0.20,0.33,1.05,-3.80,0.23,0.80, NAN, NAN,157.91,3.86,321.33
2025-02-14 20:49:23.597205,0.20,0.32,1.05,-3.73,0.02,0.92, NAN, NAN,157.91,3.86,321.25
